Event	ID	Name			Wwise Object Path	Notes
	396327889	Play_Charge_Attack			\Default Work Unit\Player\Vx\Play_Charge_Attack	
	585933822	Play_Death_NoReverb			\Default Work Unit\Player\Vx\Play_Death_NoReverb	
	1000715389	Play_Amb_Gral			\Default Work Unit\Amb\Play_Amb_Gral	
	1580169750	Play_Defense			\Default Work Unit\Player\Vx\Play_Defense	
	2796167582	Play_ESPADA_SFX			\Default Work Unit\Player\Play_ESPADA_SFX	
	2932040671	Play_Music			\Default Work Unit\Music\Play_Music	
	2960666077	Play_Hit			\Default Work Unit\Player\Vx\Play_Hit	
	2963349357	Stop_Footsteps			\Default Work Unit\Player\Stop_Footsteps	
	3689126666	Play_Jump			\Default Work Unit\Player\Vx\Play_Jump	
	3854155799	Play_Footsteps			\Default Work Unit\Player\Play_Footsteps	
	4093367312	Play_Breathing			\Default Work Unit\Player\Vx\Play_Breathing	

State Group	ID	Name			Wwise Object Path	Notes
	3826569560	Music_State			\Default Work Unit\Music_State	

State	ID	Name	State Group			Notes
	748895195	None	Music_State			
	2677331184	ST_Mus_Combate	Music_State			
	3450655090	ST_Mus_Menu	Music_State			

Effect plug-ins	ID	Name	Type				Notes
	589305986	Breathing_4	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Breathing_4_C09F96D0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Breathing\Breathing_4		79020
	595462971	Jump_1	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Jump_1_5B762456.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Jump\Jump_1		22942
	639679766	Jump_2	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Jump_2_8A8AB4D2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Jump\Jump_2		21922
	648595725	Charge_Attack_1	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Charge_Attack_1_4BC3211E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Charge_Attack\Charge_Attack_1		96398
	700359098	Hit_Player_4	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Hit_Player_4_51534C93.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Hit\Hit_Player_4		40496
	851951867	Defense_Parry_1	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Defense_Parry_1_4AA634A9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Defense\Defense_Parry_1		35060
	882770564	Hit_Player_2	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Hit_Player_2_6DC533CA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Hit\Hit_Player_2		30486
	889998793	PJ FOOTSTEP	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\PJ FOOTSTEP_10B038EB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\Footsteps\PJ FOOTSTEP		23496
	917364694	Hit_Player_1	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Hit_Player_1_2CC380A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Hit\Hit_Player_1		29328
	953918999	Jump_4	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Jump_4_E3331FC4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Jump\Jump_4		18768
	957423634	Attack_Light_6	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Attack_Light_6_0AEEED73.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\Ataque\Attack_Light\Attack_Light_6		30270
	968073298	Jump_3	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Jump_3_EEB45194.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Jump\Jump_3		16878
	969132786	RAIN AMB	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\RAIN AMB_AF0F03FC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Amb\Amb_Gral\RAIN AMB		21697328
	1022713896	Jump_5	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\Jump_5_46DD5DB7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\VX\Vx\Jump\Jump_5		15902
	1038728550	ESPADA SFX	C:\Users\Administrator\Documents\Unity\Projects\Chaos-Chroma\Desarrollo-3-2023\Desarrollo-3-2023_WwiseProject\.cache\Mac\SFX\ESPADA SFX_9165521F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Personaje\Ataque\ESPADA SFX		162964

